high,medium,low,listing_id
0.052,0.3732,0.5748,7209236
0.03,0.2372,0.7328,7232955
0.054,0.2148,0.7312,7203179
0.0474,0.46,0.4926,7232747
0.0528,0.4294,0.5178,7178461
0.0074,0.0364,0.9562,7089757
0.0014,0.009,0.9896,7190857
0.0486,0.17,0.7814,7139327
0.0292,0.174,0.7968,7220552
0.0042,0.0564,0.9394,7165118
0.003,0.0348,0.9622,7117660
0.0726,0.3786,0.5488,7098025
0.5964,0.2176,0.186,7191135
0.058,0.2142,0.7278,7178889
0.5666,0.2122,0.2212,7193905
0.0116,0.1068,0.8816,7188162
0.0128,0.2378,0.7494,7228922
0.18,0.4374,0.3826,7233093
0.0266,0.1818,0.7916,7184755
0.0092,0.0808,0.91,7118983
0.01,0.0736,0.9164,7193055
0.0592,0.2754,0.6654,7170422
0.0006,0.0076,0.9918,7138596
0.0706,0.2954,0.634,7231042
0.0336,0.0754,0.891,7149785
0.0008,0.0122,0.987,7188302
0.0478,0.2246,0.7276,7102845
0.1054,0.328,0.5666,7127079
0.0022,0.0054,0.9924,7161197
0.0272,0.136,0.8368,7108908
0.0104,0.103,0.8866,7163247
0.0056,0.0184,0.976,7160921
0.1602,0.3552,0.4846,7136475
0.0634,0.6152,0.3214,7159082
0.1076,0.2834,0.609,7108888
0.0104,0.0972,0.8924,7466288
0.0026,0.0398,0.9576,7162911
0.0104,0.0798,0.9098,7225765
0.0316,0.2786,0.6898,7162357
0.0004,0.0064,0.9932,7106844
0.0144,0.0826,0.903,7164486
0.0114,0.1278,0.8608,7199687
0.17,0.3752,0.4548,7196263
0.0014,0.0068,0.9918,7186871
0.0,0.004,0.996,7213299
0.0004,0.0048,0.9948,7192588
0.0284,0.083,0.8886,7203600
0.0044,0.0442,0.9514,7091904
0.2284,0.5624,0.2092,7178231
0.1014,0.3212,0.5774,7177609
0.039,0.1366,0.8244,7211371
0.0132,0.0428,0.944,7111968
0.0466,0.1906,0.7628,7147482
0.5584,0.3034,0.1382,7200374
0.0864,0.3528,0.5608,7096409
0.1638,0.3252,0.511,7217352
0.029,0.1868,0.7842,7198227
0.02,0.0862,0.8938,7182214
0.17,0.3074,0.5226,7223080
0.037,0.1422,0.8208,7190610
0.1842,0.2822,0.5336,7181097
0.547,0.3124,0.1406,7192025
0.046,0.2294,0.7246,7190980
0.0898,0.3494,0.5608,7197908
0.0292,0.2252,0.7456,7104784
0.104,0.2826,0.6134,7195366
0.036,0.5646,0.3994,7171613
0.0152,0.1668,0.818,7112666
0.0642,0.1914,0.7444,7158130
0.0322,0.1654,0.8024,7091114
0.0566,0.2086,0.7348,7091740
0.0472,0.104,0.8488,7150380
0.0514,0.2728,0.6758,7224620
0.0006,0.0074,0.992,7107009
0.351,0.3626,0.2864,7208811
0.031,0.089,0.88,7158674
0.0164,0.0878,0.8958,7128075
0.0178,0.1766,0.8056,7116506
0.1792,0.4434,0.3774,7159822
0.0062,0.053,0.9408,7144550
0.0158,0.0908,0.8934,7168491
0.006,0.0184,0.9756,7103717
0.2104,0.3036,0.486,7227794
0.01,0.0684,0.9216,7147090
0.2674,0.3206,0.412,7104721
0.0334,0.179,0.7876,7142717
0.0064,0.1328,0.8608,7224681
0.0044,0.0278,0.9678,7098419
0.002,0.0078,0.9902,7150705
0.0514,0.5084,0.4402,7132149
0.0626,0.294,0.6434,7116735
0.0368,0.2406,0.7226,7140728
0.0086,0.0544,0.937,7093681
0.3424,0.3428,0.3148,7092248
0.0264,0.1584,0.8152,7183537
0.1778,0.476,0.3462,7094514
0.0032,0.0188,0.978,7159823
0.0794,0.3134,0.6072,7189597
0.0476,0.3344,0.618,7120127
0.006,0.0358,0.9582,7169363
0.0128,0.2552,0.732,7110720
0.0818,0.296,0.6222,7093808
0.0014,0.0062,0.9924,7130198
0.0274,0.1562,0.8164,7109527
0.018,0.1396,0.8424,7230702
0.016,0.1316,0.8524,7107844
0.0582,0.3028,0.639,7180501
0.0944,0.4572,0.4484,7185503
0.0076,0.0234,0.969,7128160
0.348,0.3284,0.3236,7227875
0.1234,0.7576,0.119,7166932
0.071,0.6042,0.3248,7177204
0.0262,0.1468,0.827,7176450
0.0268,0.2692,0.704,7145350
0.0002,0.004,0.9958,7133426
0.2476,0.4106,0.3418,7205546
0.0006,0.0126,0.9868,7213044
0.0762,0.5514,0.3724,7205148
0.2932,0.4922,0.2146,7160089
0.0548,0.5356,0.4096,7230931
0.0214,0.1882,0.7904,7183423
0.0094,0.0558,0.9348,7148148
0.0406,0.2318,0.7276,7210565
0.041,0.1526,0.8064,7143061
0.074,0.279,0.647,7134605
0.0144,0.061,0.9246,7090303
0.0464,0.1922,0.7614,7211650
0.0494,0.0864,0.8642,7113370
0.0272,0.1924,0.7804,7093427
0.0478,0.2206,0.7316,7171404
0.1538,0.3922,0.454,7108066
0.193,0.6886,0.1184,7117929
0.127,0.3994,0.4736,7135025
0.0634,0.3604,0.5762,7145829
0.0684,0.289,0.6426,7218658
0.09,0.301,0.609,7127963
0.0684,0.1904,0.7412,7158693
0.0028,0.014,0.9832,7111725
0.3268,0.3228,0.3504,7100198
0.0024,0.0224,0.9752,7200010
0.1342,0.4018,0.464,7219409
0.0742,0.3396,0.5862,7101358
0.1086,0.4322,0.4592,7098470
0.1038,0.294,0.6022,7179564
0.1276,0.301,0.5714,7209730
0.0096,0.0316,0.9588,7158054
0.0476,0.1628,0.7896,7225530
0.003,0.0138,0.9832,7138565
0.0038,0.0636,0.9326,7199024
0.0532,0.3266,0.6202,7218640
0.0126,0.1866,0.8008,7223719
0.189,0.3906,0.4204,7201173
0.224,0.2666,0.5094,7167770
0.0178,0.1208,0.8614,7205395
0.226,0.2816,0.4924,7116703
0.3192,0.3298,0.351,7234064
0.0154,0.1358,0.8488,7175941
0.036,0.3788,0.5852,7127006
0.0386,0.1594,0.802,7211731
0.0258,0.0976,0.8766,7190063
0.0076,0.1364,0.856,7134159
0.0654,0.2458,0.6888,7207732
0.3706,0.3782,0.2512,7151354
0.2524,0.4132,0.3344,7111350
0.0972,0.6344,0.2684,7096471
0.0528,0.2008,0.7464,7118971
0.126,0.321,0.553,7108157
0.0536,0.2052,0.7412,7172204
0.0298,0.367,0.6032,7180260
0.1102,0.2718,0.618,7222105
0.0194,0.304,0.6766,7140284
0.0554,0.8216,0.123,7098638
0.0694,0.214,0.7166,7157137
0.0026,0.0286,0.9688,7220243
0.0412,0.2264,0.7324,7208426
0.1128,0.4168,0.4704,7133985
0.2506,0.3582,0.3912,7145900
0.209,0.3564,0.4346,7107916
0.0044,0.0354,0.9602,7144582
0.1776,0.2128,0.6096,7180795
0.0004,0.0252,0.9744,7208222
0.0054,0.0866,0.908,7164186
0.006,0.0352,0.9588,7108619
0.0392,0.2828,0.678,7233180
0.0464,0.7058,0.2478,7230997
0.0246,0.1202,0.8552,7146285
0.0496,0.2662,0.6842,7098008
0.062,0.3314,0.6066,7157805
0.04,0.112,0.848,7207284
0.019,0.1226,0.8584,7175724
0.019,0.196,0.785,7119878
0.3276,0.3948,0.2776,7134267
0.0154,0.1108,0.8738,7232582
0.0146,0.2096,0.7758,7224407
0.0162,0.173,0.8108,7206904
0.063,0.3514,0.5856,7116755
0.0532,0.4028,0.544,7088429
0.093,0.5068,0.4002,7126903
0.008,0.067,0.925,7101900
0.007,0.052,0.941,7151273
0.7114,0.132,0.1566,7143080
0.0028,0.1254,0.8718,7229583
0.006,0.0648,0.9292,7135634
0.0292,0.094,0.8768,7200050
0.0588,0.3356,0.6056,7141486
0.0534,0.3374,0.6092,7214351
0.0112,0.1048,0.884,7141611
0.0146,0.1422,0.8432,7131389
0.1654,0.2516,0.583,7636585
0.19,0.3008,0.5092,7206293
0.0002,0.0088,0.991,7128101
0.0172,0.109,0.8738,7131764
0.078,0.364,0.558,7129423
0.0576,0.1924,0.75,7195338
0.0146,0.1888,0.7966,7171701
0.0176,0.7334,0.249,7206055
0.0124,0.065,0.9226,7132645
0.245,0.426,0.329,7225627
0.0304,0.5626,0.407,7092067
0.1438,0.4426,0.4136,7187919
0.4064,0.2804,0.3132,7179064
0.0284,0.2324,0.7392,7189145
0.0218,0.1252,0.853,7181282
0.0076,0.0576,0.9348,7139344
0.075,0.3406,0.5844,7121985
0.156,0.349,0.495,7108712
0.0204,0.1984,0.7812,7211778
0.0106,0.0798,0.9096,7103067
0.2526,0.2618,0.4856,7105438
0.237,0.4166,0.3464,7225738
0.0652,0.345,0.5898,7137995
0.0654,0.271,0.6636,7195378
0.0008,0.024,0.9752,7096113
0.0258,0.125,0.8492,7169623
0.0306,0.0628,0.9066,7219861
0.0102,0.0404,0.9494,7097792
0.2406,0.446,0.3134,7105917
0.003,0.0338,0.9632,7190631
0.0172,0.0838,0.899,7143427
0.053,0.1266,0.8204,7547615
0.0674,0.2716,0.661,7177374
0.0362,0.134,0.8298,7222020
0.0102,0.0562,0.9336,7102887
0.009,0.0586,0.9324,7185831
0.099,0.1592,0.7418,7091240
0.0508,0.3084,0.6408,7222437
0.171,0.2894,0.5396,7117004
0.2502,0.4236,0.3262,7209642
0.0078,0.0856,0.9066,7186961
0.0752,0.2826,0.6422,7209162
0.007,0.0636,0.9294,7174836
0.008,0.0212,0.9708,7103868
0.2586,0.3704,0.371,7091977
0.2484,0.3598,0.3918,7216968
0.282,0.2296,0.4884,7093193
0.0094,0.361,0.6296,7154909
0.1976,0.3538,0.4486,7118074
0.0404,0.24,0.7196,7113027
0.096,0.5434,0.3606,7192979
0.0334,0.4282,0.5384,7209245
0.013,0.0486,0.9384,7212487
0.0428,0.1392,0.818,7229182
0.0632,0.2042,0.7326,7203455
0.0732,0.2928,0.634,7163619
0.0438,0.174,0.7822,7135165
0.081,0.3936,0.5254,7113543
0.1236,0.2864,0.59,7144188
0.019,0.247,0.734,7170589
0.667,0.1194,0.2136,7108986
0.0502,0.1724,0.7774,7180597
0.0856,0.153,0.7614,7156070
0.0454,0.1844,0.7702,7184897
0.0198,0.1442,0.836,7124188
0.0434,0.2846,0.672,7165031
0.0496,0.255,0.6954,7232972
0.0046,0.0512,0.9442,7107555
0.0334,0.1818,0.7848,7172998
0.0176,0.1166,0.8658,7218967
0.0022,0.0198,0.978,7146616
0.008,0.1,0.892,7233072
0.0436,0.266,0.6904,7116770
0.0336,0.1492,0.8172,7097975
0.0128,0.0598,0.9274,7153099
0.0296,0.156,0.8144,7210305
0.142,0.2986,0.5594,7195990
0.0052,0.0684,0.9264,7124426
0.0404,0.463,0.4966,7142200
0.0214,0.1754,0.8032,7180393
0.1092,0.2528,0.638,7156026
0.0072,0.0292,0.9636,7119291
0.0222,0.1294,0.8484,7218915
0.0044,0.0196,0.976,7203376
0.031,0.3282,0.6408,7139740
0.0526,0.2272,0.7202,7167483
0.0734,0.2102,0.7164,7229817
0.013,0.157,0.83,7169905
0.0046,0.0114,0.984,7094959
0.003,0.027,0.97,7095134
0.0014,0.0088,0.9898,7201269
0.0188,0.1542,0.827,7219998
0.0112,0.0312,0.9576,7189415
0.003,0.0246,0.9724,7158969
0.1906,0.44,0.3694,7219017
0.058,0.333,0.609,7182980
0.2728,0.2424,0.4848,7122126
0.0236,0.1056,0.8708,7233466
0.1592,0.5096,0.3312,7104684
0.095,0.3126,0.5924,7217508
0.0062,0.0458,0.948,7225632
0.018,0.0842,0.8978,7211201
0.3642,0.2624,0.3734,7114852
0.0178,0.1394,0.8428,7197791
0.0666,0.316,0.6174,7220888
0.1088,0.1628,0.7284,7109095
0.128,0.2314,0.6406,7177945
0.1186,0.3212,0.5602,7121053
0.0216,0.0786,0.8998,7146137
0.008,0.1448,0.8472,7218473
0.0788,0.684,0.2372,7171308
0.0074,0.0552,0.9374,7204112
0.0236,0.0396,0.9368,7122767
0.0162,0.1042,0.8796,7194912
0.0022,0.0038,0.994,7133703
0.0092,0.0514,0.9394,7742794
0.1262,0.4124,0.4614,7131899
0.2698,0.4806,0.2496,7101951
0.0204,0.2014,0.7782,7177780
0.0926,0.3958,0.5116,7218486
0.183,0.4388,0.3782,7180282
0.0254,0.1732,0.8014,7230865
0.1888,0.4436,0.3676,7203036
0.1572,0.2506,0.5922,7202430
0.0044,0.0614,0.9342,7207937
0.0478,0.2116,0.7406,7185581
0.0056,0.1098,0.8846,7229075
0.0272,0.1492,0.8236,7178300
0.0024,0.0282,0.9694,7119581
0.2082,0.2196,0.5722,7114640
0.053,0.1156,0.8314,7212594
0.0886,0.2214,0.69,7178363
0.0008,0.0036,0.9956,7202637
0.1754,0.374,0.4506,7152776
0.033,0.1104,0.8566,7151349
0.1116,0.2474,0.641,7121781
0.089,0.2878,0.6232,7179960
0.0794,0.2866,0.634,7165402
0.0046,0.0746,0.9208,7128314
0.0368,0.2082,0.755,7138181
0.0768,0.2096,0.7136,7202462
0.109,0.75,0.141,7232264
0.0288,0.1986,0.7726,7125097
0.0104,0.0738,0.9158,7151351
0.034,0.2106,0.7554,7167584
0.0028,0.021,0.9762,7144715
0.0758,0.3042,0.62,7178633
0.0254,0.5266,0.448,7142940
0.0252,0.2258,0.749,7134448
0.0452,0.0754,0.8794,7106211
0.002,0.0144,0.9836,7161260
0.1252,0.4566,0.4182,7172126
0.0156,0.0524,0.932,7141775
0.1116,0.2922,0.5962,7189155
0.016,0.1034,0.8806,7141541
0.037,0.123,0.84,7216321
0.0696,0.2156,0.7148,7138163
0.1404,0.362,0.4976,7172753
0.0174,0.2522,0.7304,7173594
0.0022,0.0272,0.9706,7163000
0.1264,0.3622,0.5114,7130016
0.1434,0.2518,0.6048,7194476
0.0108,0.1676,0.8216,7194978
0.0054,0.085,0.9096,7199510
0.0174,0.146,0.8366,7194473
0.0986,0.1978,0.7036,7205890
0.0036,0.0234,0.973,7164367
0.0136,0.0584,0.928,7121352
0.015,0.0754,0.9096,7175163
0.1926,0.4424,0.365,7143514
0.2444,0.2998,0.4558,7151493
0.0026,0.044,0.9534,7108951
0.0286,0.1418,0.8296,7124058
0.0734,0.578,0.3486,7180649
0.0588,0.128,0.8132,7150186
0.165,0.4434,0.3916,7136654
0.08,0.2358,0.6842,7109950
0.2088,0.3942,0.397,7099268
0.0032,0.01,0.9868,7174472
0.213,0.3608,0.4262,7100001
0.2132,0.4698,0.317,7122213
0.041,0.1878,0.7712,7232340
0.0162,0.144,0.8398,7119960
0.0026,0.0108,0.9866,7135347
0.0384,0.3442,0.6174,7101818
0.0896,0.4978,0.4126,7158422
0.0078,0.082,0.9102,7226047
0.3764,0.3414,0.2822,7134634
0.0078,0.0648,0.9274,7208128
0.3048,0.4062,0.289,7113547
0.1648,0.3894,0.4458,7165432
0.0422,0.4308,0.527,7188927
0.1562,0.356,0.4878,7210897
0.0334,0.1914,0.7752,7139574
0.092,0.2304,0.6776,7521845
0.0516,0.6132,0.3352,7232988
0.0494,0.2278,0.7228,7171880
0.1478,0.5378,0.3144,7157109
0.001,0.0134,0.9856,7187599
0.0964,0.2426,0.661,7122210
0.0282,0.1582,0.8136,7201216
0.058,0.3126,0.6294,7107892
0.1508,0.4226,0.4266,7230276
0.01,0.1702,0.8198,7103639
0.0156,0.1624,0.822,7191905
0.0784,0.3142,0.6074,7103866
0.0268,0.1622,0.811,7185768
0.119,0.3388,0.5422,7208638
0.0148,0.0948,0.8904,7152644
0.0334,0.2656,0.701,7129132
0.0384,0.1112,0.8504,7102229
0.0706,0.2906,0.6388,7209471
0.1604,0.231,0.6086,7122952
0.0584,0.4062,0.5354,7130043
0.0054,0.0834,0.9112,7218029
0.0182,0.1694,0.8124,7231824
0.0846,0.4048,0.5106,7179673
0.0728,0.275,0.6522,7172164
0.0396,0.2962,0.6642,7233053
0.0004,0.0034,0.9962,7117453
0.0198,0.1186,0.8616,7143109
0.0478,0.1828,0.7694,7150799
0.0204,0.1358,0.8438,7140951
0.0398,0.651,0.3092,7105560
0.059,0.1886,0.7524,7131260
0.052,0.2292,0.7188,7230376
0.0052,0.0266,0.9682,7220218
0.1018,0.3754,0.5228,7136045
0.0426,0.1986,0.7588,7132979
0.0194,0.6502,0.3304,7121550
0.073,0.1662,0.7608,7127175
0.0468,0.1712,0.782,7163789
0.0542,0.192,0.7538,7100208
0.0018,0.0168,0.9814,7128651
0.1136,0.3302,0.5562,7100016
0.2474,0.4278,0.3248,7163542
0.0726,0.278,0.6494,7229363
0.0132,0.1468,0.84,7098825
0.0644,0.2784,0.6572,7214664
0.056,0.0808,0.8632,7191332
0.007,0.1148,0.8782,7191395
0.0912,0.3074,0.6014,7125931
0.1318,0.2722,0.596,7178850
0.0354,0.1656,0.799,7200296
0.3138,0.269,0.4172,7101883
0.0038,0.0366,0.9596,7141042
0.001,0.0072,0.9918,7120323
0.2296,0.5178,0.2526,7152088
0.0034,0.0256,0.971,7179392
0.0642,0.2046,0.7312,7176097
0.0032,0.3012,0.6956,7100586
0.0758,0.267,0.6572,7210762
0.0336,0.7406,0.2258,7181839
0.0032,0.0132,0.9836,7159812
0.104,0.345,0.551,7099170
0.046,0.4614,0.4926,7102940
0.0286,0.2182,0.7532,7110482
0.1058,0.376,0.5182,7091288
0.068,0.3378,0.5942,7201948
0.0004,0.0038,0.9958,7202842
0.1232,0.3196,0.5572,7181272
0.2374,0.5184,0.2442,7225525
0.0546,0.195,0.7504,7177617
0.1128,0.2956,0.5916,7232854
0.0174,0.0968,0.8858,7163334
0.6984,0.187,0.1146,7126697
0.0046,0.0168,0.9786,7144356
0.027,0.1566,0.8164,7127150
0.4294,0.2842,0.2864,7099096
0.0124,0.1428,0.8448,7099826
0.0412,0.226,0.7328,7124809
0.0754,0.347,0.5776,7193832
0.2456,0.366,0.3884,7100403
0.1136,0.3204,0.566,7165637
0.006,0.0574,0.9366,7110819
0.0064,0.042,0.9516,7134103
0.5868,0.3276,0.0856,7165062
0.196,0.4398,0.3642,7181345
0.0198,0.1742,0.806,7211203
0.243,0.4362,0.3208,7157273
0.1506,0.3824,0.467,7174261
0.331,0.443,0.226,7221826
0.0312,0.2898,0.679,7107772
0.0194,0.152,0.8286,7198423
0.2874,0.3216,0.391,7092328
0.006,0.0666,0.9274,7168469
0.0734,0.1888,0.7378,7223011
0.0876,0.2802,0.6322,7111048
0.014,0.122,0.864,7176001
0.0006,0.0066,0.9928,7117518
0.0066,0.0362,0.9572,7125988
0.0148,0.1212,0.864,7213978
0.011,0.0372,0.9518,7169601
0.0144,0.1218,0.8638,7129966
0.0042,0.0478,0.948,7141890
0.0016,0.047,0.9514,7203523
0.0734,0.2604,0.6662,7233319
0.0282,0.1752,0.7966,7124945
0.5744,0.2234,0.2022,7233060
0.017,0.1724,0.8106,7143095
0.0116,0.0522,0.9362,7201852
0.0008,0.029,0.9702,7188585
0.0058,0.0708,0.9234,7148470
0.1388,0.4616,0.3996,7092097
0.0006,0.0072,0.9922,7220115
0.0536,0.1898,0.7566,7119035
0.0748,0.348,0.5772,7102007
0.0234,0.0722,0.9044,7119178
0.0442,0.3286,0.6272,7148019
0.0454,0.3832,0.5714,7132395
0.0998,0.2646,0.6356,7141630
0.0058,0.058,0.9362,7228275
0.2376,0.609,0.1534,7098886
0.1372,0.2544,0.6084,7160111
0.068,0.2344,0.6976,7099743
0.3868,0.4318,0.1814,7167643
0.0566,0.184,0.7594,7168789
0.0402,0.4136,0.5462,7112511
0.1348,0.3282,0.537,7209799
0.0052,0.0344,0.9604,7169570
0.1038,0.3716,0.5246,7126241
0.0044,0.0384,0.9572,7138292
0.0362,0.263,0.7008,7178479
0.4232,0.296,0.2808,7113706
0.0354,0.035,0.9296,7153723
0.014,0.0848,0.9012,7182737
0.0404,0.2132,0.7464,7156744
0.1428,0.2686,0.5886,7175126
0.0344,0.0622,0.9034,7151629
0.117,0.5568,0.3262,7155362
0.0938,0.3778,0.5284,7182500
0.0344,0.3794,0.5862,7173495
0.0576,0.2728,0.6696,7131961
0.006,0.0328,0.9612,7218552
0.096,0.4342,0.4698,7167721
0.0604,0.1646,0.775,7173984
0.028,0.2218,0.7502,7118048
0.2602,0.534,0.2058,7170176
0.0546,0.2292,0.7162,7182017
0.0384,0.1594,0.8022,7231591
0.0326,0.1774,0.79,7090908
0.0258,0.0444,0.9298,7191615
0.0164,0.4508,0.5328,7226852
0.0392,0.182,0.7788,7178991
0.0342,0.9028,0.063,7218903
0.18,0.348,0.472,7226660
0.0166,0.1018,0.8816,7162309
0.0016,0.0124,0.986,7187581
0.0152,0.1008,0.884,7223498
0.3936,0.5084,0.098,7173106
0.0016,0.0132,0.9852,7128673
0.006,0.0506,0.9434,7200232
0.2506,0.3692,0.3802,7195136
0.0086,0.0938,0.8976,7156871
0.0522,0.4974,0.4504,7159821
0.1,0.4492,0.4508,7169849
0.0082,0.0898,0.902,7198601
0.019,0.1068,0.8742,7233208
0.0028,0.027,0.9702,7148289
0.2372,0.3234,0.4394,7096567
0.2714,0.3276,0.401,7170145
0.0524,0.2644,0.6832,7178334
0.0364,0.1612,0.8024,7229458
0.0006,0.0028,0.9966,7187403
0.0452,0.3504,0.6044,7161825
0.0386,0.2304,0.731,7134742
0.0094,0.101,0.8896,7091708
0.0344,0.1434,0.8222,7176379
0.1334,0.3246,0.542,7208189
0.1216,0.3558,0.5226,7119037
0.0144,0.2956,0.69,7107433
0.0402,0.2238,0.736,7131964
0.2034,0.4998,0.2968,7169826
0.0364,0.1828,0.7808,7181783
0.008,0.0708,0.9212,7175241
0.247,0.3426,0.4104,7103997
0.0362,0.1728,0.791,7137043
0.0234,0.0544,0.9222,7109636
0.1562,0.4214,0.4224,7092690
0.0176,0.1246,0.8578,7172398
0.01,0.0602,0.9298,7103110
0.0516,0.1612,0.7872,7200384
0.0046,0.037,0.9584,7176642
0.0024,0.0336,0.964,7204512
0.0716,0.2432,0.6852,7122578
0.0012,0.0086,0.9902,7213218
0.0476,0.0978,0.8546,7117024
0.0236,0.1766,0.7998,7111176
0.0082,0.0742,0.9176,7205603
0.532,0.2568,0.2112,7232980
0.0102,0.075,0.9148,7195059
0.0682,0.5622,0.3696,7114096
0.172,0.4174,0.4106,7142375
0.0076,0.066,0.9264,7217821
0.0004,0.0076,0.992,7222910
0.041,0.2316,0.7274,7198612
0.0102,0.1414,0.8484,7230227
0.0734,0.4456,0.481,7139352
0.2138,0.388,0.3982,7210129
0.0072,0.0432,0.9496,7111457
0.0234,0.1336,0.843,7199705
0.0392,0.0826,0.8782,7231390
0.0526,0.2866,0.6608,7139845
0.0132,0.2458,0.741,7159087
0.0914,0.309,0.5996,7126585
0.1736,0.311,0.5154,7091185
0.194,0.3872,0.4188,7196516
0.0192,0.128,0.8528,7225799
0.1064,0.2632,0.6304,7121860
0.0156,0.1908,0.7936,7134893
0.083,0.2856,0.6314,7180427
0.0206,0.1572,0.8222,7105010
0.1006,0.2632,0.6362,7098707
0.1486,0.187,0.6644,7225786
0.0226,0.1126,0.8648,7101398
0.0046,0.142,0.8534,7229365
0.003,0.01,0.987,7199838
0.0262,0.5184,0.4554,7088279
0.047,0.3158,0.6372,7232590
0.0084,0.0748,0.9168,7111607
0.0154,0.041,0.9436,7176613
0.0716,0.3026,0.6258,7133183
0.0008,0.0072,0.992,7162192
0.0314,0.176,0.7926,7204563
0.0168,0.0792,0.904,7110073
0.0638,0.2334,0.7028,7212699
0.004,0.0166,0.9794,7231436
0.0976,0.2504,0.652,7160075
0.0342,0.2846,0.6812,7197725
0.0784,0.5108,0.4108,7115022
0.0048,0.0298,0.9654,7189874
0.1364,0.317,0.5466,7116751
0.3282,0.3674,0.3044,7200378
0.0468,0.296,0.6572,7204952
0.0326,0.2464,0.721,7121872
0.002,0.0178,0.9802,7167445
0.0998,0.3628,0.5374,7165486
0.0202,0.1464,0.8334,7328460
0.022,0.1894,0.7886,7192724
0.0794,0.2302,0.6904,7116881
0.022,0.1602,0.8178,7193470
0.031,0.2062,0.7628,7177510
0.0602,0.2924,0.6474,7201338
0.005,0.0336,0.9614,7149351
0.0204,0.1736,0.806,7230518
0.0052,0.0322,0.9626,7148483
0.0462,0.233,0.7208,7145444
0.0906,0.3686,0.5408,7186635
0.3058,0.2184,0.4758,7135527
0.082,0.2848,0.6332,7201060
0.0132,0.1318,0.855,7119841
0.06,0.2394,0.7006,7156588
0.0314,0.109,0.8596,7113986
0.0084,0.0604,0.9312,7231644
0.1986,0.667,0.1344,7093342
0.122,0.4426,0.4354,7215119
0.0196,0.0958,0.8846,7149579
0.0426,0.1808,0.7766,7178174
0.1976,0.7024,0.1,7150978
0.0048,0.0406,0.9546,7188477
0.116,0.3476,0.5364,7092092
0.0438,0.1942,0.762,7234150
0.0076,0.0586,0.9338,7148027
0.0076,0.027,0.9654,7135145
0.0016,0.0222,0.9762,7158672
0.0004,0.0024,0.9972,7165854
0.0236,0.196,0.7804,7135557
0.034,0.1426,0.8234,7131501
0.0144,0.2238,0.7618,7206753
0.0254,0.311,0.6636,7114993
0.0384,0.5658,0.3958,7233411
0.1336,0.4382,0.4282,7181205
0.222,0.39,0.388,7089067
0.0258,0.1126,0.8616,7101871
0.6076,0.1674,0.225,7091397
0.0276,0.1476,0.8248,7131315
0.0048,0.0406,0.9546,7169449
0.0066,0.0308,0.9626,7106392
0.0998,0.3706,0.5296,7136309
0.0098,0.0454,0.9448,7156941
0.0012,0.0074,0.9914,7208012
0.005,0.0598,0.9352,7199228
0.0518,0.2322,0.716,7130420
0.0286,0.0878,0.8836,7220322
0.0384,0.25,0.7116,7117378
0.0142,0.1528,0.833,7115544
0.005,0.0496,0.9454,7163525
0.0082,0.051,0.9408,7123343
0.0638,0.2652,0.671,7091313
0.0406,0.3648,0.5946,7187965
0.1354,0.346,0.5186,7192195
0.1136,0.4454,0.441,7185444
0.149,0.4046,0.4464,7200734
0.0102,0.198,0.7918,7165551
0.0512,0.3124,0.6364,7131962
0.293,0.3166,0.3904,7212354
0.0014,0.0124,0.9862,7180162
0.0008,0.01,0.9892,7203099
0.0016,0.0238,0.9746,7133716
0.1448,0.5916,0.2636,7161439
0.5768,0.3102,0.113,7152087
0.3466,0.4792,0.1742,7132099
0.1306,0.1612,0.7082,7146599
0.043,0.2262,0.7308,7142527
0.14,0.2662,0.5938,7222256
0.176,0.6378,0.1862,7120982
0.1224,0.309,0.5686,7191477
0.0228,0.0858,0.8914,7186434
0.0656,0.2884,0.646,7171509
0.0212,0.4174,0.5614,7203194
0.096,0.348,0.556,7232711
0.0288,0.2746,0.6966,7181889
0.1054,0.4192,0.4754,7097537
0.0228,0.2076,0.7696,7214034
0.0224,0.1378,0.8398,7172032
0.0164,0.1286,0.855,7204139
0.0564,0.2332,0.7104,7099433
0.0124,0.0778,0.9098,7198446
0.0756,0.2556,0.6688,7110503
0.0518,0.3676,0.5806,7143470
0.1668,0.3788,0.4544,7181198
0.522,0.2508,0.2272,7211881
0.0916,0.3364,0.572,7099630
0.022,0.0988,0.8792,7175189
0.1854,0.5806,0.234,7113053
0.1906,0.4334,0.376,7092178
0.0244,0.1412,0.8344,7087974
0.0274,0.186,0.7866,7214615
0.0674,0.3334,0.5992,7232292
0.11,0.5138,0.3762,7092759
0.0538,0.313,0.6332,7162046
0.0328,0.1698,0.7974,7224745
0.0094,0.0498,0.9408,7098615
0.0098,0.0432,0.947,7166015
0.0008,0.0056,0.9936,7106885
0.0222,0.6224,0.3554,7216268
0.209,0.3222,0.4688,7182407
0.0056,0.0316,0.9628,7189544
0.0116,0.0784,0.91,7214014
0.102,0.2764,0.6216,7183494
0.0514,0.2946,0.654,7101764
0.1158,0.2898,0.5944,7173708
0.0194,0.196,0.7846,7192900
0.094,0.317,0.589,7140778
0.05,0.3072,0.6428,7210424
0.0254,0.1224,0.8522,7178000
0.0158,0.1396,0.8446,7192073
0.8054,0.1334,0.0612,7157637
0.001,0.0092,0.9898,7129324
0.0436,0.192,0.7644,7140683
0.0948,0.386,0.5192,7191468
0.6374,0.214,0.1486,7136150
